Generation,ID,Annotation,Position,Population,t0,prevalence,Gene,allele_freq
1900,143407729,background,2137947,Hypermutator,1793,16926,g2138,0.016926
1900,143433091,background,1809732,Hypermutator,1794,11012,g1810,0.011012
1900,143499764,background,2011173,Hypermutator,1794,10846,g2012,0.010846
1900,143556217,background,2580583,Hypermutator,1795,14926,g2581,0.014926
1900,143559426,background,1739469,Hypermutator,1795,10340,g1740,0.01034
1900,143564912,background,75301,Hypermutator,1795,10846,g76,0.010846
1900,143701295,background,1274048,Hypermutator,1797,10412,g1275,0.010412
2000,144233063,background,2261707,Hypermutator,1804,463674,g2262,0.463674
2000,144717059,background,3545291,Hypermutator,1810,15047,g3546,0.015047
2000,145216958,background,1768680,Hypermutator,1816,463646,g1769,0.463646
2000,145456019,background,1091422,Hypermutator,1819,467930,g1092,0.46793
2000,146645399,background,3970850,Hypermutator,1834,467925,g3971,0.467925
2000,147006626,beneficial,6378,Hypermutator,1838,467925,g7,0.467925
2000,147286155,background,3710942,Hypermutator,1842,467925,g3711,0.467925
2000,147888132,beneficial,11169,Hypermutator,1849,463627,g12,0.463627
2000,148160125,background,1191901,Hypermutator,1853,15025,g1192,0.015025
2000,148252078,background,3744756,Hypermutator,1854,15025,g3745,0.015025
2000,148455581,background,2623754,Hypermutator,1856,378637,g2624,0.378637
2000,148686382,beneficial,41763,Hypermutator,1859,15025,g42,0.015025
2000,148787347,background,2084129,Hypermutator,1860,44295,g2085,0.044295
2000,148956271,background,1736576,Hypermutator,1863,33371,g1737,0.033371
2000,149179621,background,2190540,Hypermutator,1865,68262,g2191,0.068262
2000,149778638,background,2651963,Hypermutator,1873,34650,g2652,0.03465
2000,149805510,background,650359,Hypermutator,1873,15498,g651,0.015498
2000,149984017,background,3511644,Hypermutator,1875,23827,g3512,0.023827
2000,150091791,background,2135523,Hypermutator,1877,15498,g2136,0.015498
2000,150160912,background,3509848,Hypermutator,1878,18412,g3510,0.018412
2000,150202477,background,2160283,Hypermutator,1878,13364,g2161,0.013364
2000,150259175,background,1712055,Hypermutator,1879,42341,g1713,0.042341
2000,150264420,background,3346779,Hypermutator,1879,12075,g3347,0.012075
2000,150270364,background,359358,Hypermutator,1879,13364,g360,0.013364
2000,150388836,background,680416,Hypermutator,1880,18544,g681,0.018544
2000,150676131,background,944520,Hypermutator,1884,18939,g945,0.018939
2000,150701052,background,2507852,Hypermutator,1884,18544,g2508,0.018544
2100,150800803,background,3279488,Hypermutator,1886,79295,g3280,0.079295
2000,150843829,background,860492,Hypermutator,1886,10553,g861,0.010553
2000,150847848,background,2572473,Hypermutator,1886,12294,g2573,0.012294
2000,150856371,background,3457938,Hypermutator,1886,17315,g3458,0.017315
2100,150982624,background,2649367,Hypermutator,1888,75871,g2650,0.075871
2000,151034171,background,3724576,Hypermutator,1889,10530,g3725,0.01053
2000,151035404,background,2786728,Hypermutator,1889,26361,g2787,0.026361
2000,151099158,background,1330417,Hypermutator,1889,27464,g1331,0.027464
2000,151267805,background,3084889,Hypermutator,1891,10192,g3085,0.010192
2100,151471285,background,1444491,Hypermutator,1894,10637,g1445,0.010637
2100,151742070,background,959939,Hypermutator,1897,26973,g960,0.026973
2100,152533925,background,2103189,Hypermutator,1907,77926,g2104,0.077926
2100,152756669,background,1117193,Hypermutator,1910,122006,g1118,0.122006
2100,152791102,background,1964383,Hypermutator,1910,77926,g1965,0.077926
2100,152871438,background,823842,Hypermutator,1911,10292,g824,0.010292
2100,152997650,background,2012786,Hypermutator,1913,81864,g2013,0.081864
2100,152997651,background,3878240,Hypermutator,1913,81864,g3879,0.081864
2100,153008786,background,1924183,Hypermutator,1913,10168,g1925,0.010168
2100,153033642,background,2284154,Hypermutator,1914,26973,g2285,0.026973
2000,153284762,beneficial,5857,Hypermutator,1917,17436,g6,0.017436
2100,153372589,background,2048039,Hypermutator,1918,69472,g2049,0.069472
2100,153382941,background,126158,Hypermutator,1918,26973,g127,0.026973
2100,153856861,background,3829333,Hypermutator,1924,74707,g3830,0.074707
2100,153866260,background,2637297,Hypermutator,1924,121769,g2638,0.121769
2100,153898162,background,3543218,Hypermutator,1924,26973,g3544,0.026973
2100,153984720,background,2491249,Hypermutator,1925,69183,g2492,0.069183
2100,154046403,background,3324790,Hypermutator,1926,69183,g3325,0.069183
2100,154052049,beneficial,82595,Hypermutator,1926,77900,g83,0.0779
2100,154239788,background,1409181,Hypermutator,1929,26965,g1410,0.026965
2100,154950427,beneficial,33337,Hypermutator,1938,35643,g34,0.035643
2100,155279646,background,1198552,Hypermutator,1942,74698,g1199,0.074698
2100,155287264,beneficial,87167,Hypermutator,1942,121734,g88,0.121734
2100,155486254,background,2804417,Hypermutator,1944,74698,g2805,0.074698
2100,155614175,beneficial,92602,Hypermutator,1946,69075,g93,0.069075
2100,155627742,background,2662414,Hypermutator,1946,11602,g2663,0.011602
2100,155677979,background,3381102,Hypermutator,1947,26925,g3382,0.026925
2100,155725917,background,2988562,Hypermutator,1947,77793,g2989,0.077793
2100,155790087,beneficial,91560,Hypermutator,1948,81847,g92,0.081847
2100,155921016,beneficial,67226,Hypermutator,1950,26925,g68,0.026925
2100,155921684,background,2959058,Hypermutator,1950,121734,g2960,0.121734
2100,155991126,beneficial,99268,Hypermutator,1950,11602,g100,0.011602
2100,156063155,background,3211654,Hypermutator,1951,16046,g3212,0.016046
2100,156183032,background,1382391,Hypermutator,1953,16046,g1383,0.016046
2100,156339198,background,1091338,Hypermutator,1955,32997,g1092,0.032997
2100,156389785,background,580767,Hypermutator,1955,18134,g581,0.018134
2100,156425710,background,1669320,Hypermutator,1956,30837,g1670,0.030837
2100,156437539,background,587206,Hypermutator,1956,74698,g588,0.074698
2100,156475477,background,3150524,Hypermutator,1957,10260,g3151,0.01026
2100,156938162,beneficial,81511,Hypermutator,1962,74698,g82,0.074698
2100,156969676,background,2691375,Hypermutator,1963,20841,g2692,0.020841
2100,157048836,beneficial,513,Hypermutator,1964,146239,g1,0.146239
2100,157163052,background,1399803,Hypermutator,1965,26114,g1400,0.026114
2100,157207822,background,2406725,Hypermutator,1966,15267,g2407,0.015267
2100,158075881,background,2959385,Hypermutator,1977,12888,g2960,0.012888
2100,158178256,background,2555808,Hypermutator,1978,26114,g2556,0.026114
2100,158227314,background,2977453,Hypermutator,1978,16046,g2978,0.016046
2100,158331674,background,2554009,Hypermutator,1980,11710,g2555,0.01171
2100,158390223,background,2711650,Hypermutator,1981,20236,g2712,0.020236
2100,158456030,background,3090724,Hypermutator,1981,11710,g3091,0.01171
2100,158617041,background,3503379,Hypermutator,1983,51593,g3504,0.051593
2100,158632389,background,1136643,Hypermutator,1984,11106,g1137,0.011106
2100,158659458,background,3344041,Hypermutator,1984,12525,g3345,0.012525
2100,158760426,background,1300220,Hypermutator,1985,10213,g1301,0.010213
2100,158790153,background,1950987,Hypermutator,1986,77741,g1951,0.077741
2100,158829137,background,1286347,Hypermutator,1986,12888,g1287,0.012888
2100,158989303,background,616445,Hypermutator,1988,14673,g617,0.014673
2100,159068117,background,435766,Hypermutator,1989,21498,g436,0.021498
2100,159106959,background,2327103,Hypermutator,1989,10831,g2328,0.010831
2100,159123592,background,2997321,Hypermutator,1990,10529,g2998,0.010529
2100,159214894,background,3555394,Hypermutator,1991,77741,g3556,0.077741
2100,159251840,background,1603591,Hypermutator,1991,11166,g1604,0.011166
2100,159340156,background,1234046,Hypermutator,1992,51418,g1235,0.051418
2100,159742960,background,2737246,Hypermutator,1997,11166,g2738,0.011166
2100,159807388,background,2336148,Hypermutator,1998,10333,g2337,0.010333
2100,159814283,background,3742588,Hypermutator,1998,10741,g3743,0.010741
2100,159954388,background,2234107,Hypermutator,2000,12884,g2235,0.012884
2100,160172339,beneficial,79832,Hypermutator,2003,77741,g80,0.077741
2100,160674132,background,1778773,Hypermutator,2009,19503,g1779,0.019503
2100,161109654,background,2506404,Hypermutator,2015,12999,g2507,0.012999
2100,161341724,background,1920257,Hypermutator,2017,19503,g1921,0.019503
2100,161567581,background,849999,Hypermutator,2020,19036,g850,0.019036
2200,161895722,background,703277,Hypermutator,2024,287443,g704,0.287443
2100,162824475,beneficial,79920,Hypermutator,2036,39624,g80,0.039624
2200,163166537,background,3016561,Hypermutator,2040,287336,g3017,0.287336
2200,164537360,neutral,269331,Hypermutator,2057,55911,g270,0.055911
2200,164616492,background,2866243,Hypermutator,2058,13832,g2867,0.013832
2200,164624331,background,748594,Hypermutator,2059,13832,g749,0.013832
2200,164660452,background,882412,Hypermutator,2059,25785,g883,0.025785
2200,164804126,background,3124635,Hypermutator,2061,13571,g3125,0.013571
2200,164941427,background,973834,Hypermutator,2062,13571,g974,0.013571
2200,164953380,background,3743736,Hypermutator,2063,11536,g3744,0.011536
2200,165010934,background,1792871,Hypermutator,2063,12395,g1793,0.012395
2200,165013444,background,1458450,Hypermutator,2063,49664,g1459,0.049664
2200,165198488,background,372905,Hypermutator,2066,13315,g373,0.013315
2200,165353761,background,3742316,Hypermutator,2068,16884,g3743,0.016884
2200,165612200,background,871141,Hypermutator,2071,22866,g872,0.022866
2200,165737994,background,3714869,Hypermutator,2072,287336,g3715,0.287336
2200,167475957,background,326882,Hypermutator,2094,287334,g327,0.287334
2200,167830003,background,3781071,Hypermutator,2099,287334,g3782,0.287334
2200,167966150,background,3870151,Hypermutator,2100,287334,g3871,0.287334
2200,168163181,background,955076,Hypermutator,2103,287334,g956,0.287334
2200,168716179,beneficial,40418,Hypermutator,2110,287334,g41,0.287334
2300,169132847,background,2509553,Hypermutator,2115,28176,g2510,0.028176
2300,169684831,background,2740877,Hypermutator,2122,19150,g2741,0.01915
2200,169730626,background,3743477,Hypermutator,2122,14880,g3744,0.01488
2200,169736812,neutral,230549,Hypermutator,2122,34468,g231,0.034468
2200,170040551,background,3038932,Hypermutator,2126,63668,g3039,0.063668
2200,170326078,background,11323,Hypermutator,2130,13428,g12,0.013428
2300,170420704,neutral,236795,Hypermutator,2131,12125,g237,0.012125
2200,170500779,background,1465786,Hypermutator,2132,12061,g1466,0.012061
2200,170504082,background,1993161,Hypermutator,2132,10880,g1994,0.01088
2300,170632489,background,1716377,Hypermutator,2134,15870,g1717,0.01587
2300,170643836,background,1696686,Hypermutator,2134,14815,g1697,0.014815
2300,170747425,background,3214380,Hypermutator,2135,12125,g3215,0.012125
2300,170841074,background,3232352,Hypermutator,2136,14815,g3233,0.014815
2300,170863599,background,486663,Hypermutator,2137,11678,g487,0.011678
2300,170877396,background,1324850,Hypermutator,2137,20048,g1325,0.020048
2300,170990546,background,3517116,Hypermutator,2138,21591,g3518,0.021591
2300,171049600,background,728150,Hypermutator,2139,25384,g729,0.025384
2300,171082603,background,2126939,Hypermutator,2139,24648,g2127,0.024648
2300,171157844,background,1800141,Hypermutator,2140,37453,g1801,0.037453
2300,171161592,background,2342196,Hypermutator,2140,10147,g2343,0.010147
2300,171196885,background,3214853,Hypermutator,2141,36651,g3215,0.036651
2300,171387570,background,3750580,Hypermutator,2143,22798,g3751,0.022798
2300,171423757,background,1226421,Hypermutator,2144,22798,g1227,0.022798
2300,171423758,background,3395966,Hypermutator,2144,22798,g3396,0.022798
2300,171499132,background,57668,Hypermutator,2144,13664,g58,0.013664
2300,171664628,background,855990,Hypermutator,2147,16927,g856,0.016927
2300,171810938,background,2582618,Hypermutator,2148,10172,g2583,0.010172
2300,171825180,background,1389800,Hypermutator,2149,12072,g1390,0.012072
2300,171981518,background,552513,Hypermutator,2151,27065,g553,0.027065
2300,171988810,background,740572,Hypermutator,2151,10002,g741,0.010002
2300,172107621,background,573009,Hypermutator,2152,10002,g574,0.010002
2300,172351969,background,3408690,Hypermutator,2155,10002,g3409,0.010002
2300,173030192,beneficial,33890,Hypermutator,2164,17976,g34,0.017976
2400,173173460,background,3299601,Hypermutator,2165,47962,g3300,0.047962
2400,173240915,background,1648960,Hypermutator,2166,156628,g1649,0.156628
2300,173493026,background,2453011,Hypermutator,2169,17976,g2454,0.017976
2400,174078756,background,1880366,Hypermutator,2177,156628,g1881,0.156628
2300,174214022,background,312096,Hypermutator,2178,22827,g313,0.022827
2300,174325237,background,2155290,Hypermutator,2180,10139,g2156,0.010139
2400,175188317,background,932497,Hypermutator,2191,156627,g933,0.156627
2400,175276683,background,3410591,Hypermutator,2192,140647,g3411,0.140647
2400,175603877,background,1843950,Hypermutator,2196,305244,g1844,0.305244
2400,176057686,background,344436,Hypermutator,2201,305244,g345,0.305244
2400,176732237,background,390958,Hypermutator,2210,140642,g391,0.140642
2400,176862051,background,159234,Hypermutator,2212,305244,g160,0.305244
2300,176875102,beneficial,96483,Hypermutator,2212,22811,g97,0.022811
2400,177050618,beneficial,82067,Hypermutator,2214,156627,g83,0.156627
2400,177540740,background,928,Hypermutator,2220,305244,g1,0.305244
2400,178135736,neutral,231931,Hypermutator,2227,140642,g232,0.140642
2400,178217576,beneficial,4267,Hypermutator,2228,140642,g5,0.140642
2400,178376922,background,3122739,Hypermutator,2230,140642,g3123,0.140642
2400,178462698,background,2055467,Hypermutator,2232,21209,g2056,0.021209
2400,178749641,background,3122901,Hypermutator,2235,33426,g3123,0.033426
2400,178964229,background,1966443,Hypermutator,2238,26830,g1967,0.02683
2400,179043596,beneficial,4678,Hypermutator,2239,305244,g5,0.305244
2400,179092298,background,2987911,Hypermutator,2239,47958,g2988,0.047958
2400,179127502,background,2993471,Hypermutator,2240,28603,g2994,0.028603
2400,179159679,background,580120,Hypermutator,2240,58903,g581,0.058903
2400,179309768,background,1968424,Hypermutator,2242,19611,g1969,0.019611
2400,179498601,background,775375,Hypermutator,2244,23282,g776,0.023282
2400,179784042,background,35154,Hypermutator,2248,16436,g36,0.016436
2400,179812428,background,2310393,Hypermutator,2248,20488,g2311,0.020488
2400,179914345,background,1371757,Hypermutator,2250,305176,g1372,0.305176
2400,179989410,background,2685009,Hypermutator,2251,17936,g2686,0.017936
2400,180042010,background,3281676,Hypermutator,2251,47958,g3282,0.047958
2400,180068318,beneficial,70690,Hypermutator,2252,47958,g71,0.047958
2400,180333730,background,3078879,Hypermutator,2255,20488,g3079,0.020488
2400,180491926,beneficial,90933,Hypermutator,2257,305176,g91,0.305176
2400,180775072,background,1082181,Hypermutator,2260,10475,g1083,0.010475
2400,180976543,background,3373016,Hypermutator,2263,94662,g3374,0.094662
2400,181132612,background,2025092,Hypermutator,2265,86177,g2026,0.086177
2400,181546440,background,3254681,Hypermutator,2270,10588,g3255,0.010588
2400,181650662,background,1852190,Hypermutator,2271,10588,g1853,0.010588
2400,181666551,beneficial,70211,Hypermutator,2272,148845,g71,0.148845
2400,181716305,background,3947994,Hypermutator,2272,115193,g3948,0.115193
2400,181719977,background,591761,Hypermutator,2272,17679,g592,0.017679
2400,182093741,background,2017004,Hypermutator,2277,25978,g2018,0.025978
2400,182295528,background,1818689,Hypermutator,2279,57341,g1819,0.057341
2400,182541168,beneficial,10099,Hypermutator,2282,56456,g11,0.056456
2400,182541169,background,3020120,Hypermutator,2282,56456,g3021,0.056456
2400,182816265,background,2721731,Hypermutator,2286,21637,g2722,0.021637
2400,182985692,background,3071685,Hypermutator,2288,12659,g3072,0.012659
2400,183217643,background,2783821,Hypermutator,2291,27335,g2784,0.027335
2500,183475899,background,3994230,Hypermutator,2294,78401,g3995,0.078401
2400,183980078,background,1114166,Hypermutator,2300,10683,g1115,0.010683
2400,184007372,background,1473938,Hypermutator,2301,21502,g1474,0.021502
2400,184151125,background,1230652,Hypermutator,2303,36306,g1231,0.036306
2400,184417777,background,1274279,Hypermutator,2306,19393,g1275,0.019393
2500,184512317,background,2882494,Hypermutator,2307,12303,g2883,0.012303
2500,185025933,background,3234653,Hypermutator,2314,78359,g3235,0.078359
2400,185222370,background,2279893,Hypermutator,2316,16595,g2280,0.016595
2400,185987057,background,1382520,Hypermutator,2326,15473,g1383,0.015473
2400,186886531,beneficial,27535,Hypermutator,2337,14799,g28,0.014799
2500,187001058,beneficial,28464,Hypermutator,2338,78124,g29,0.078124
2500,188027477,background,3645514,Hypermutator,2351,150607,g3646,0.150607
2500,188240777,background,2848536,Hypermutator,2354,38989,g2849,0.038989
2500,188294944,background,3053231,Hypermutator,2354,42450,g3054,0.04245
2500,188303940,background,929363,Hypermutator,2355,16790,g930,0.01679
2500,188505666,background,3531842,Hypermutator,2357,12205,g3532,0.012205
2500,188559595,background,1762556,Hypermutator,2358,22928,g1763,0.022928
2500,188561394,background,2335849,Hypermutator,2358,28349,g2336,0.028349
2500,188567261,background,2444581,Hypermutator,2358,16790,g2445,0.01679
2500,188666684,background,855481,Hypermutator,2359,24134,g856,0.024134
2500,188673681,background,2255980,Hypermutator,2359,13465,g2256,0.013465
2500,188781064,background,2987594,Hypermutator,2361,48619,g2988,0.048619
2500,188782956,background,1891862,Hypermutator,2361,10253,g1892,0.010253
2500,188816791,background,1922412,Hypermutator,2361,41090,g1923,0.04109
2500,188819643,background,534254,Hypermutator,2361,78124,g535,0.078124
2500,188835402,background,583804,Hypermutator,2361,24134,g584,0.024134
2500,189115457,background,479540,Hypermutator,2365,11533,g480,0.011533
2500,189118239,beneficial,72534,Hypermutator,2365,12205,g73,0.012205
2500,189181351,background,198508,Hypermutator,2366,11533,g199,0.011533
2500,189367087,background,2777257,Hypermutator,2368,10202,g2778,0.010202
2600,189394396,background,3948199,Hypermutator,2368,16367,g3949,0.016367
2500,189421962,background,3580010,Hypermutator,2369,42992,g3581,0.042992
2500,189647932,background,1423879,Hypermutator,2371,10242,g1424,0.010242
2500,189696900,background,2887789,Hypermutator,2372,14179,g2888,0.014179
2500,189803343,background,2066267,Hypermutator,2373,14812,g2067,0.014812
2500,189805614,background,1236708,Hypermutator,2373,10380,g1237,0.01038
2500,189806663,background,1775356,Hypermutator,2373,15085,g1776,0.015085
2600,189944670,background,2529445,Hypermutator,2375,78244,g2530,0.078244
2500,189973217,background,2174141,Hypermutator,2375,25920,g2175,0.02592
2500,190068597,background,2693441,Hypermutator,2377,22699,g2694,0.022699
2500,190068598,background,3380856,Hypermutator,2377,22699,g3381,0.022699
2500,190173986,background,332409,Hypermutator,2378,16769,g333,0.016769
2600,190245074,background,1295405,Hypermutator,2379,27864,g1296,0.027864
2500,190558072,background,1060554,Hypermutator,2383,11263,g1061,0.011263
2600,190606610,background,3009317,Hypermutator,2383,16363,g3010,0.016363
2600,190622866,background,3624227,Hypermutator,2384,23672,g3625,0.023672
2600,190630725,background,2829914,Hypermutator,2384,16363,g2830,0.016363
2600,190712015,background,1112925,Hypermutator,2385,23672,g1113,0.023672
2600,190965077,background,85931,Hypermutator,2388,27864,g86,0.027864
2600,191223764,background,3878998,Hypermutator,2391,16363,g3879,0.016363
2600,191644773,background,481959,Hypermutator,2396,23657,g482,0.023657
2600,191779060,background,2093696,Hypermutator,2398,23657,g2094,0.023657
2600,192379506,background,1201115,Hypermutator,2406,20120,g1202,0.02012
2600,192639524,background,31585,Hypermutator,2409,778508,g32,0.778508
2600,192755749,background,3142663,Hypermutator,2410,20120,g3143,0.02012
2600,193440117,background,3316162,Hypermutator,2419,20120,g3317,0.02012
2600,193729387,background,3699572,Hypermutator,2422,16331,g3700,0.016331
2600,193935404,background,3017136,Hypermutator,2425,23634,g3018,0.023634
2600,194646136,background,81820,Hypermutator,2434,27772,g82,0.027772
2600,194668380,background,3568434,Hypermutator,2434,16331,g3569,0.016331
2600,194931895,beneficial,69192,Hypermutator,2437,778495,g70,0.778495
2600,194938792,background,3780140,Hypermutator,2438,27772,g3781,0.027772
2600,194980985,background,1794484,Hypermutator,2438,16331,g1795,0.016331
2600,195456627,beneficial,2725,Hypermutator,2444,16331,g3,0.016331
2600,196086022,background,1959969,Hypermutator,2452,23634,g1960,0.023634
2600,196144905,background,1852041,Hypermutator,2453,324500,g1853,0.3245
2600,196196133,background,1017420,Hypermutator,2453,20120,g1018,0.02012
2600,196637282,beneficial,11124,Hypermutator,2459,78221,g12,0.078221
2600,196673803,background,3535126,Hypermutator,2459,65575,g3536,0.065575
2600,196832412,background,1554708,Hypermutator,2461,20120,g1555,0.02012
2600,196940488,background,1652227,Hypermutator,2463,65272,g1653,0.065272
2600,196988012,beneficial,77821,Hypermutator,2463,23634,g78,0.023634
2600,197449097,background,3680492,Hypermutator,2469,27494,g3681,0.027494
2600,197472353,background,1406132,Hypermutator,2469,22666,g1407,0.022666
2600,197580412,background,856094,Hypermutator,2471,15620,g857,0.01562
2600,197633664,background,2238069,Hypermutator,2471,13012,g2239,0.013012
2600,197755000,background,2387603,Hypermutator,2473,13893,g2388,0.013893
2600,197767542,background,1504338,Hypermutator,2473,19806,g1505,0.019806
2600,197775345,background,3303331,Hypermutator,2473,30797,g3304,0.030797
2600,197855298,background,1234575,Hypermutator,2474,19806,g1235,0.019806
2600,197940843,background,2377294,Hypermutator,2475,19806,g2378,0.019806
2600,197984479,beneficial,93095,Hypermutator,2476,27772,g94,0.027772
2600,198283083,background,3010080,Hypermutator,2479,29864,g3011,0.029864
2600,198357154,background,612357,Hypermutator,2480,26816,g613,0.026816
2600,198405021,background,2065669,Hypermutator,2481,15357,g2066,0.015357
2600,198487087,background,2130059,Hypermutator,2482,11249,g2131,0.011249
2600,198528032,background,1158299,Hypermutator,2482,10998,g1159,0.010998
2600,198765785,background,3442625,Hypermutator,2485,15339,g3443,0.015339
2600,198785919,background,1241680,Hypermutator,2486,18987,g1242,0.018987
2600,198785920,background,1960733,Hypermutator,2486,18987,g1961,0.018987
2600,198871803,background,1473764,Hypermutator,2487,11269,g1474,0.011269
2600,198874229,background,822905,Hypermutator,2487,12035,g823,0.012035
2600,198902991,background,3649701,Hypermutator,2487,20120,g3650,0.02012
2600,199011980,background,2729998,Hypermutator,2488,19757,g2730,0.019757
2600,199067543,background,2575285,Hypermutator,2489,22412,g2576,0.022412
2600,199426503,background,3678284,Hypermutator,2494,10045,g3679,0.010045
2700,201094925,background,850020,Hypermutator,2515,964650,g851,0.96465
2600,201155074,beneficial,66645,Hypermutator,2515,20120,g67,0.02012
2600,201415413,background,1890315,Hypermutator,2519,20120,g1891,0.02012
2600,201510398,beneficial,25994,Hypermutator,2520,54064,g26,0.054064
2700,202235488,background,3634753,Hypermutator,2529,964650,g3635,0.96465
2600,202302352,background,3542268,Hypermutator,2530,15149,g3543,0.015149
2700,203996653,beneficial,44949,Hypermutator,2551,964650,g45,0.96465
2700,207666948,background,3451769,Hypermutator,2597,944131,g3452,0.944131
2700,208109037,beneficial,1894,Hypermutator,2602,943992,g2,0.943992
2700,208356733,background,87485,Hypermutator,2605,218793,g88,0.218793
2700,208539510,background,2237841,Hypermutator,2608,12597,g2238,0.012597
2700,209175011,background,364916,Hypermutator,2615,40195,g365,0.040195
2700,209238434,background,3018523,Hypermutator,2616,31490,g3019,0.03149
2700,209241541,background,3469891,Hypermutator,2616,49310,g3470,0.04931
2700,209287874,background,2444313,Hypermutator,2617,11544,g2445,0.011544
2700,209371321,background,1087877,Hypermutator,2618,15267,g1088,0.015267
2700,209397847,background,870974,Hypermutator,2618,12475,g871,0.012475
2700,209430723,background,566253,Hypermutator,2619,28626,g567,0.028626
2700,209453319,background,3571606,Hypermutator,2619,24826,g3572,0.024826
2700,209453320,background,3829552,Hypermutator,2619,24826,g3830,0.024826
2700,209650236,background,847859,Hypermutator,2621,14179,g848,0.014179
2700,209661625,background,3119226,Hypermutator,2622,11693,g3120,0.011693
2700,209755720,background,1111535,Hypermutator,2623,28802,g1112,0.028802
2700,209826139,background,3772590,Hypermutator,2624,11393,g3773,0.011393
2700,209846502,background,774540,Hypermutator,2624,14635,g775,0.014635
2700,209884298,background,2051730,Hypermutator,2624,13236,g2052,0.013236
2700,209918638,background,3325146,Hypermutator,2625,10326,g3326,0.010326
2700,209981203,background,2342165,Hypermutator,2626,11693,g2343,0.011693
2700,209982854,background,2239508,Hypermutator,2626,10663,g2240,0.010663
2800,210008508,background,1772177,Hypermutator,2626,46579,g1773,0.046579
2800,210122684,background,2113396,Hypermutator,2627,122595,g2114,0.122595
2700,210133617,background,2168712,Hypermutator,2627,13620,g2169,0.01362
2700,210146709,background,1351854,Hypermutator,2628,16276,g1352,0.016276
2700,210236139,background,3523917,Hypermutator,2629,11642,g3524,0.011642
2800,210743447,background,1668843,Hypermutator,2635,45372,g1669,0.045372
2800,211176191,background,2682166,Hypermutator,2640,228688,g2683,0.228688
2800,211303902,background,1163688,Hypermutator,2642,228688,g1164,0.228688
2800,211303903,background,1220334,Hypermutator,2642,228688,g1221,0.228688
2800,212210636,background,381577,Hypermutator,2653,12310,g382,0.01231
3000,212295528,background,1138855,Hypermutator,2654,133482,g1139,0.133482
3000,212295529,background,3822811,Hypermutator,2654,133482,g3823,0.133482
2800,212348700,background,2833889,Hypermutator,2655,90330,g2834,0.09033
2800,212871042,background,2394050,Hypermutator,2662,67827,g2395,0.067827
2800,212976473,background,1008899,Hypermutator,2663,13093,g1009,0.013093
2800,213121704,beneficial,98591,Hypermutator,2665,228630,g99,0.22863
2800,213121705,background,1019555,Hypermutator,2665,228630,g1020,0.22863
2800,213270029,background,2370595,Hypermutator,2667,228630,g2371,0.22863
2800,213670661,background,2289166,Hypermutator,2672,13093,g2290,0.013093
2800,213724810,background,3601211,Hypermutator,2672,23315,g3602,0.023315
2800,213730590,background,926746,Hypermutator,2672,48188,g927,0.048188
2800,213862024,beneficial,24107,Hypermutator,2674,90330,g25,0.09033
2800,213921518,background,2828918,Hypermutator,2675,90330,g2829,0.09033
3000,214196433,background,3439892,Hypermutator,2678,133482,g3440,0.133482
2800,214271413,neutral,249027,Hypermutator,2679,90330,g250,0.09033
2800,214302118,background,2040449,Hypermutator,2680,13093,g2041,0.013093
2800,214527003,background,5934,Hypermutator,2682,49099,g6,0.049099
3000,214539487,background,2830536,Hypermutator,2683,133482,g2831,0.133482
2800,214627354,beneficial,32746,Hypermutator,2684,121875,g33,0.121875
2800,214872285,background,2373082,Hypermutator,2687,20237,g2374,0.020237
2800,214925852,background,473185,Hypermutator,2687,61134,g474,0.061134
2800,214986151,background,2170785,Hypermutator,2688,67804,g2171,0.067804
2800,214991640,background,1170354,Hypermutator,2688,20237,g1171,0.020237
2800,215015615,background,2596616,Hypermutator,2688,12673,g2597,0.012673
2800,215086528,background,2807966,Hypermutator,2689,20862,g2808,0.020862
2800,215182037,background,3449103,Hypermutator,2691,45032,g3450,0.045032
2800,215254050,background,337280,Hypermutator,2691,19432,g338,0.019432
2800,215277502,background,3183677,Hypermutator,2692,12310,g3184,0.01231
2800,215290287,neutral,228224,Hypermutator,2692,20862,g229,0.020862
2900,215342141,background,2716219,Hypermutator,2693,41243,g2717,0.041243
2800,215439767,background,3721385,Hypermutator,2694,14758,g3722,0.014758
2800,215529778,background,108050,Hypermutator,2695,14025,g109,0.014025
2900,215573980,background,417571,Hypermutator,2695,41243,g418,0.041243
2800,215576682,background,3936745,Hypermutator,2695,45032,g3937,0.045032
2800,215630846,background,1128165,Hypermutator,2696,12299,g1129,0.012299
2800,215640651,beneficial,54059,Hypermutator,2696,45032,g55,0.045032
2800,215727519,beneficial,31792,Hypermutator,2697,67804,g32,0.067804
2800,215878550,background,1344657,Hypermutator,2699,10706,g1345,0.010706
2800,215980080,neutral,276445,Hypermutator,2701,10185,g277,0.010185
2800,216188769,background,2065999,Hypermutator,2703,34043,g2066,0.034043
2800,216223612,background,3044855,Hypermutator,2704,20910,g3045,0.02091
2900,216285707,neutral,224985,Hypermutator,2704,41192,g225,0.041192
2800,216338002,background,3555724,Hypermutator,2705,17073,g3556,0.017073
2800,216354547,beneficial,44741,Hypermutator,2705,13076,g45,0.013076
2900,216368757,background,3574628,Hypermutator,2705,11653,g3575,0.011653
2800,216645503,background,2754836,Hypermutator,2709,67804,g2755,0.067804
2800,216744805,background,2947963,Hypermutator,2710,10577,g2948,0.010577
